Table;C;R;U;D;Owner;Program
LBRAS;;x;;;Reference_Data_Manager;AUBKEAIS;
LCIYS;;x;;;Reference_Data_Manager;AUBKEAIS;
LCTPS;;x;;;Party_Management;AUBKEAIS;
IGIRO;;x;x;;Financial_Markets_Trade_engine;AUBKEAIS;
REFFL;x;;x;;Reference_Data_Manager;AUBKEAIS;
LPSNS;;x;;;Party_Management;AUBKEAIS;
IBATO;;x;x;;Current_Account_Engine;AUBKEAIS;
ATRDO;;x;x;;Current_Account_Engine;AUBKEAIS;
DPTRO;;x;;;Payments_Execution_Engine;AUBKEAIS;
LCRYS;;x;;;Reference_Data_Manager;AUBKEAIS;
PRSNL;;x;;;Core;AUBKEAIS;
LPHYS;;x;;;Party_Management;AUBKEAIS;
LRCES;;x;;;General_Ledger;AUBKEAIS;
RSTRT;;;x;;auxiliary;AUBKEAIS;
LPRDS;;x;;;Product_Management;AUBKEAIS;
ATRTS;;x;;;General_ledger;AUBKEAIS;
ABKTS;;x;;;General_ledger;AUBKEAIS;
LPHYS;;x;;;Party_Management;ILPAYINADV;
LCBNS;;x;;;Party_Management;ILPAYINADV;
ABA1S;;x;;;General_Ledger;ILPAYINADV;
LCCYS;;x;;;Reference_Data_Manager;ILPAYINADV;
LPRDS;;x;;;Product_Management;ILPAYINADV;
IGLDO;;x;;;Financial_Markets_Trade_engine;ILPAYINADV;
IPTIO;;x;;;Financial_Markets_Trade_engine;ILPAYINADV;
ITLDO;;x;;;lending;ILPAYINADV;
IFXCO;;x;;;Financial_Markets_Trade_engine;ILPAYINADV;
IFRAO;;x;;;Financial_Markets_Trade_engine;ILPAYINADV;
GRTPO;;x;x;;Core;GUREPMGR;
REFFL;x;;x;;Reference_Data_Manager;GUREPMGR;
RPDEF;;;x;;auxiliary;GUREPMGR;
PRSNL;;x;x;;Core;GUREPMGR;
RPSCH;x;;x;;auxiliary;GUREPMGR;
GPARO;;x;;;Core;GUREPMGR;
GSBSO;;x;x;;Core;GUREPMGR;
AASPS;;;x;;auxiliary;GUREPMGR;
AEXRS;;x;;;Reference_Data_Manager;GUREPMGR;
LCCYS;;x;;;Reference_Data_Manager;GUREPMGR;
LPHYS;;x;;;Party_Management;DUCALCOSPE;
LCBNS;;x;;;Party_Management;DUCALCOSPE;
LCCYS;;x;;;Reference_Data_Manager;DUCALCOSPE;
ADETS;;x;;;Current_Account_Engine;DUCALCOSPE;
DCNDO;;x;;;Payments_Execution_Engine;DUCALCOSPE;
ICNFS;;x;;;Reconciliation_Engine;DUCALCOSPE;
LPSNS;;x;;;Party_Management;DUCALCOSPE;
LBRAS;;x;;;Reference_Data_Manager;DUCALCOSPE;
RCHQS;;x;x;;Payments_Execution_Engine;DUCALCOSPE;
RCHDS;;x;;;Payments_Execution_Engine;DUCALCOSPE;
DCONO;;x;;;Payments_Execution_Engine;DUCALCOSPE;
IBATO;;x;x;;Current_Account_Engine;DUCALCOSPE;
ADETS;;x;;;Current_Account_Engine;ALCUSTMIL;
LCBNS;;x;;;Party_Management;ALCUSTMIL;
LPHYS;;x;;;Party_Management;ALCUSTMIL;
LCIYS;;x;;;Reference_Data_Manager;ALCUSTMIL;
LCCYS;;x;;;Reference_Data_Manager;LLCCYAUT;
LCCYL;;;;x;auxiliary;LLCCYAUT;
LBSKL;;;;x;auxiliary;LLCCYAUT;
LCCCL;;;;x;auxiliary;LLCCYAUT;
DSTAO;;x;;;Payments_Execution_Engine;GP-122-STATUS;
LRCES;;x;;;General_Ledger;DLERRCDTRN;
LPHYS;;x;;;Party_Management;DLERRCDTRN;
AASPS;;x;x;;auxiliary;DLERRCDTRN;
PRSNL;;x;;;Core;DLERRCDTRN;
GPARO;;x;x;;Core;DLERRCDTRN;
RSTRT;;x;;;auxiliary;DLERRCDTRN;
LCCYS;;x;;;Reference_Data_Manager;DLERRCDTRN;
DPTRL;;x;;;Payments_Execution_Engine;DLERRCDTRN;
DPTRO;;x;;;Payments_Execution_Engine;DLERRCDTRN;
DSTAO;;x;;;Payments_Execution_Engine;DLERRCDTRN;
GMSGS;;x;;;Core;GMSGS;
LPSNS;;x;;;Party_Management;CLLSTWAR;
IWARO;;x;;;Financial_Markets_Trade_engine;CLLSTWAR;
CCMHO;;x;;;Business_Lending_Engine;CLLSTWAR;
LCCYS;;x;;;Reference_Data_Manager;CLLSTWAR;
LRESS;;x;;;Reference_Data_Manager;CLLSTWAR;
ABA1S;;x;;;General_Ledger;CLLSTWAR;
LCBNS;;x;;;Party_Management;CLLSTWAR;
LPHYS;;x;;;Party_Management;CLLSTWAR;
LELCS;;x;;;Party_Management;CLLSTWAR;
CMTLO;;x;;;Business_Lending_Engine;CLLSTWAR;
CPTIO;;x;;;Business_Lending_Engine;CLLSTWAR;
ADETS;;x;;;Current_Account_Engine;DUSTOXBR;
LCCYS;;x;;;Reference_Data_Manager;DUSTOXBR;
DPTRL;;x;;;Payments_Execution_Engine;DUSTOXBR;
DCTRO;x;x;;;Customer_Billing;DUSTOXBR;
DPTRO;x;x;;;Payments_Execution_Engine;DUSTOXBR;
DSTOO;;x;x;;Payments_Execution_Engine;DUSTOXBR;
AMVTO;;x;;;Current_Account_Engine;DUSTOXBR;
LCRYS;;x;;;Reference_Data_Manager;DUSTOXBR;
LCORO;;x;;;Party_Management;DUSTOXBR;
LELCS;;x;;;Party_Management;DUSTOXBR;
INOSO;;x;;;Financial_Markets_Trade_engine;DUSTOXBR;
LCBNS;;x;;;Party_Management;DUSTOXBR;
DCNDO;;x;;;Payments_Execution_Engine;DUSTOXBR;
DCONO;;x;;;Payments_Execution_Engine;DUSTOXBR;
LBRAS;;x;;;Reference_Data_Manager;DUSTOXBR;
DIPTO;x;x;x;;Payments_Execution_Engine;DUSTOXBR;
REFFL;;;x;;Reference_Data_Manager;DUSTOXBR;
DSTOL;x;;;;auxiliary;DUSTOXBR;
AASPS;;;x;;auxiliary;DUSTOXBR;
PRSNL;;x;;;Core;DUSTOXBR;
LPHYS;;x;;;Party_Management;DUSTOXBR;
LRCES;;x;;;General_Ledger;DUSTOXBR;
DDDCO;;x;;;Instruction_and_Order_Management;DUSTOXBR;
LCIYS;;x;x;;Reference_Data_Manager;DUSTOXBR;
ASPAS;;x;;;Customer_Reporting;DUSTOXBR;
ICNFS;;x;;;Reconciliation_Engine;DUSTOXBR;
RPDEF;;;x;;auxiliary;LOJDLSTRUN;
LPHYS;;x;;;Party_Management;CUCONFMIL;
CCMHO;;x;x;;Business_Lending_Engine;CUCONFMIL;
COMSO;x;x;x;;Business_Lending_Engine;CUCONFMIL;
CMTLO;;x;x;;Business_Lending_Engine;CUCONFMIL;
LPRDS;;x;;;Product_Management;CUCONFMIL;
LCCYS;;x;;;Reference_Data_Manager;CUCONFMIL;
CPTIO;;x;;;Business_Lending_Engine;CUCONFMIL;
ICNFS;;x;;;Reconciliation_Engine;CUCONFMIL;
LRESS;;x;;;Reference_Data_Manager;CUCONFMIL;
AASPS;;;x;;auxiliary;CUCONFMIL;
IBATO;;x;x;;Current_Account_Engine;CUCONFMIL;
BDLGO;;x;x;;Financial Markets;BDAUT;
BISSO;;x;x;;Financial Markets;BDAUT;
ICNFS;;x;;;Reconciliation_Engine;BDAUT;
BICTO;;x;;;Financial_Markets_Trade_engine;BDAUT;
LPHYS;;x;;;Party_Management;BDAUT;
LCCYS;;x;;;Reference_Data_Manager;BDAUT;
BBOKS;;x;;;Financial_Markets_Trade_engine;BDAUT;
LBRAS;;x;;;Reference_Data_Manager;BDAUT;
BITTO;;x;;;Financial_Markets_Trade_engine;BDAUT;
REFFL;;;x;;Reference_Data_Manager;BDAUT;
IPTIO;;x;;;Financial_Markets_Trade_engine;BDAUT;
BDLTO;x;x;;;Financial_Markets_Trade_engine;BDAUT;
BPOTO;x;x;x;;Financial_Markets_Trade_engine;BDAUT;
AASPS;;;x;;auxiliary;BDAUT;
LPRDS;;x;;;Product_Management;IMIF5;
LCCYS;;x;;;Reference_Data_Manager;IMIF5;
PRSNL;;x;;;Core;IMIF5;
LRCES;;x;;;General_Ledger;IMIF5;
LBROS;;x;;;Party_Management;IMIF5;
IFFCO;;x;;;Financial_Markets_Trade_engine;IMIF5;
LBRAS;;x;;;Reference_Data_Manager;IMIF5;
IFFDO;;x;;;Financial_Markets_Trade_engine;IMIF5;
LBSKS;;x;;;auxiliary;IPWDM;
IPWDO;x;x;x;;Financial_Markets_Trade_engine;IPWDM;
LRCES;;x;;;General_Ledger;IPWDM;
LCCYS;;x;;;Reference_Data_Manager;IPWDM;
LPSNS;;x;;;Party_Management;IPWDM;
LCIYS;;x;;;Reference_Data_Manager;IPWDM;
LCRYS;;x;;;Reference_Data_Manager;IPWDM;
LCCCS;;x;;;Reference_Data_Manager;IPWDM;
IPWDL;x;;;;auxiliary;IPWDM;
CCDIS;;x;;;auxiliary;CLCOMDCTG;
CCGRS;;x;;;Business_Lending_Engine;CLCOMDCTG;
AMVTO;;x;;;Current_Account_Engine;ALDLLAWV;
ADETS;;x;;;Current_Account_Engine;ALDLLAWV;
LPRDS;;x;;;Product_Management;ALDLLAWV;
LCCYS;;x;;;Reference_Data_Manager;ALDLLAWV;
LCBNS;;x;;;Party_Management;ALDLLAWV;
IGLDO;;x;;;Financial_Markets_Trade_engine;ALDLLAWV;
GCNVO;;x;;;Core;ALDLLAWV;
LPSNS;;x;;;Party_Management;ALDLLAWV;
CCMHO;;x;;;Business_Lending_Engine;ALDLLAWV;
CGUAS;;x;;;Business_Lending_Engine;ALDLLAWV;
ISIMO;;x;;;Business_Lending_Engine;ALDLLAWV;
IGIRO;;x;;;Financial_Markets_Trade_engine;ALDLLAWV;
RPSCH;x;;;;auxiliary;GUCREBATCH;
GBTPS;;x;;;Core;GUCREBATCH;
LPRCO;;x;;;Core;GUCREBATCH;
GBTRO;;x;;;Core;GUCREBATCH;
PRSNL;;x;x;;Core;GUCREBATCH;
LPHYS;;x;;;Party_Management;GUCREBATCH;
GBTDS;;x;;;Core;GUCREBATCH;
LCCYS;;x;;;Reference_Data_Manager;GUCREBATCH;
LHOLO;;x;;;Reference_Data_Manager;GUCREBATCH;
AASPS;;x;x;;auxiliary;GUCREBATCH;
REFFL;;;x;;Reference_Data_Manager;GUCREBATCH;
GRTPO;;x;;;Core;GUCREBATCH;
LBRAS;;x;;;Reference_Data_Manager;GUCREBATCH;
BATCH;;x;;;auxiliary;GUCREBATCH;
RPDEF;;;x;;auxiliary;GUCREBATCH;
LCCYS;;x;;;Reference_Data_Manager;ILLDOUTTER;
LPSNS;;x;;;Party_Management;ILLDOUTTER;
LPHYS;;x;;;Party_Management;ILLDOUTTER;
ABA1S;;x;;;General_Ledger;ILLDOUTTER;
LCBNS;;x;;;Party_Management;ILLDOUTTER;
LBRAS;;x;;;Reference_Data_Manager;ILLDOUTTER;
LPRDS;;x;;;Product_Management;ILLDOUTTER;
AEXRS;;x;;;Reference_Data_Manager;ILLDOUTTER;
APPNO;;x;;;Product_Management;ILLDOUTTER;
ANTUS;;x;;;Current_Account_Engine;ILLDOUTTER;
IGLDO;;x;;;Financial_Markets_Trade_engine;ILLDOUTTER;
ITLDO;;x;;;lending;ILLDOUTTER;
LCTPS;;x;;;Party_Management;LUCACZ;
LCIYS;;x;;;Reference_Data_Manager;LUCACZ;
LCRYS;;x;;;Reference_Data_Manager;LUCACZ;
LCBNS;;x;x;;Party_Management;LUCACZ;
LPHYS;;x;;;Party_Management;LUCACZ;
CRTRO;;x;;;Business_Lending_Engine;LUCACZ;
LCCYS;;x;;;Reference_Data_Manager;CLBNKEXP;
LPHYS;;x;;;Party_Management;CLBNKEXP;
CFACS;;x;;;Business_Lending_Engine;CLBNKEXP;
LCBNS;;x;;;Party_Management;CLBNKEXP;
CRTRO;;x;;;Business_Lending_Engine;CLBNKEXP;
LPRDS;;x;;;Product_Management;CLBNKEXP;
IFXCO;;x;;;Financial_Markets_Trade_engine;BUDELCON;
LPRDS;;x;;;Product_Management;BUDELCON;
CRTRO;x;x;x;x;Business_Lending_Engine;BUDELCON;
IFRAO;;x;;;Financial_Markets_Trade_engine;BUDELCON;
IGIRO;;x;;;Financial_Markets_Trade_engine;BUDELCON;
CGUAS;;x;;;Business_Lending_Engine;BUDELCON;
ISIMO;;x;x;;Business_Lending_Engine;BUDELCON;
ADETS;;x;;x;Current_Account_Engine;BUDELCON;
IGLDO;;x;;;Financial_Markets_Trade_engine;BUDELCON;
ITLDO;;x;;;lending;BUDELCON;
CCMHO;;x;;;Business_Lending_Engine;BUDELCON;
CSHOO;;x;;;financial markets;BUDELCON;
BDLGO;x;x;x;x;Financial Markets;BUDELCON;
BISSO;;x;;;Financial Markets;BUDELCON;
LCCYS;;x;;;Reference_Data_Manager;BUDELCON;
CCBRO;;x;;;Business_Lending_Engine;BUDELCON;
BITTO;x;x;x;x;Financial_Markets_Trade_engine;BUDELCON;
BDLAO;x;x;;x;Financial_Markets_Trade_engine;BUDELCON;
IPTIO;x;x;;x;Financial_Markets_Trade_engine;BUDELCON;
BDLTO;x;x;x;x;Financial_Markets_Trade_engine;BUDELCON;
BASWO;x;x;x;x;Financial_Markets_Trade_engine;BUDELCON;
INVMO;x;x;;x;Financial_Markets_Trade_engine;BUDELCON;
AJSTO;x;x;x;x;General_Ledger;BUDELCON;
BDLGL;x;;;;auxiliary;BUDELCON;
BBOKS;;x;;;Financial_Markets_Trade_engine;BUDELCON;
AASPS;;;x;;auxiliary;BUDELCON;
REFFL;;;x;;Reference_Data_Manager;BUDELCON;
ADETS;;x;;;Current_Account_Engine;ALDLSUMVT;
LCBNS;;x;;;Party_Management;ALDLSUMVT;
LPHYS;;x;;;Party_Management;ALDLSUMVT;
ABA1S;;x;;;General_Ledger;ALDLSUMVT;
AHLBO;;x;;;Current_Account_Engine;ALDLSUMVT;
AMVTO;;x;;;Current_Account_Engine;ALDLSUMVT;
IFRAO;;x;x;;Financial_Markets_Trade_engine;IUUPDPFCFR;
LCTPS;;x;x;;Party_Management;LUGRID1;
LCIYS;;x;;;Reference_Data_Manager;LUGRID1;
LCBNS;;x;x;;Party_Management;LUGRID1;
LPSNS;;x;x;;Party_Management;LUGRID1;
LGRDO;;x;;;Reference_Data_Manager;LUGRID1;
LCCYS;;x;;;Reference_Data_Manager;ALCNVCLSAC;
ADETS;;x;;;Current_Account_Engine;ALCNVCLSAC;
REFFL;;;x;;Reference_Data_Manager;DLDLLPMNT;
DMSTO;;x;;;Cash_Management_Engine;DLDLLPMNT;
DPTRL;;x;;;Payments_Execution_Engine;DLDLLPMNT;
DDETO;;x;;;Payments_Execution_Engine;DLDLLPMNT;
LCBNS;;x;;;Party_Management;DLDLLPMNT;
LELCS;;x;;;Party_Management;DLDLLPMNT;
LPRDS;;x;;;Product_Management;ILCNFDCSTB;
ICNFS;;x;;;Reconciliation_Engine;ILCNFDCSTB;
ICNDO;;x;;;Reconciliation_Engine;ILCNFDCSTB;
CMRGO;x;x;x;x;Business_Lending_Engine;CMRGM;
LCCYS;;x;;;Reference_Data_Manager;CMRGM;
CEXRO;x;x;;;Financial_Markets_Trade_engine;CMRGM;
LPSNS;;x;;;Party_Management;CMRGM;
CMRGL;x;;;;auxiliary;CMRGM;
AASPS;;;x;;auxiliary;CMRGM;
AASPS;;x;;;auxiliary;GP-135-BRA;
DCBMO;;x;;;Payments_Execution_Engine;GP-135-BRA;
REFFL;;;x;;Reference_Data_Manager;GP-135-BRA;
LCBNS;;x;;;Party_Management;GP-135-BRA;
LBRAS;;x;;;Reference_Data_Manager;GP-135-BRA;
ICOPO;;x;;;Reconciliation_Engine;ISCO1;
LCCYS;;x;;;Reference_Data_Manager;ISCO1;
LPHYS;;x;;;Party_Management;ISCO1;
IFXPO;;x;x;;Financial_Markets_Trade_engine;ISCO1;
ILDPO;;x;x;;Financial_Markets_Trade_engine;ISCO1;
IFRPO;;x;x;;Financial_Markets_Trade_engine;ISCO1;
IOPPO;;x;x;;Financial_Markets_Trade_engine;ISCO1;
IRSPO;;x;x;;Financial_Markets_Trade_engine;ISCO1;
ICOPL;x;;;;auxiliary;ISCO1;
IFXPL;x;x;;;auxiliary;ISCO1;
ILDPL;x;x;;;auxiliary;ISCO1;
IFRPL;x;x;;;Financial_Markets_Trade_engine;ISCO1;
IOPPL;x;x;;;auxiliary;ISCO1;
IRSPL;x;x;;;financial markets;ISCO1;
IFXCO;;x;;;Financial_Markets_Trade_engine;ILDLYVLMRP;
LPSNS;;x;;;Party_Management;ILDLYVLMRP;
LCCYS;;x;;;Reference_Data_Manager;ILDLYVLMRP;
IGLDO;;x;;;Financial_Markets_Trade_engine;ILDLYVLMRP;
LBRAS;;x;;;Reference_Data_Manager;ILDLYVLMRP;
LPRDS;;x;;;Product_Management;ILDLYVLMRP;
ITLDO;;x;;;lending;ILDLYVLMRP;
IFRAO;;x;;;Financial_Markets_Trade_engine;ILDLYVLMRP;
IGIRO;;x;;;Financial_Markets_Trade_engine;ILDLYVLMRP;
IFFDO;;x;;;Financial_Markets_Trade_engine;ILDLYVLMRP;
AASPS;;;x;;auxiliary;ILDLYVLMRP;
RPDEF;;;x;;auxiliary;ILDLYVLMRP;
CSHTO;;x;;;financial markets;CLSHRMAS;
CSHDS;;x;;;financial markets;CLSHRMAS;
LPHYS;;x;;;Party_Management;CLSHRMAS;
LCCYS;;x;;;Reference_Data_Manager;CLSHRMAS;
PRSNL;;x;;;Core;CLSHRMAS;
LRCES;;x;;;General_Ledger;CLSHRMAS;
LCIYS;;x;;;Reference_Data_Manager;CLSHRMAS;
LPSNS;;x;;;Party_Management;CLSHRMAS;
LCBNS;;x;;;Party_Management;CLSHRMAS;
DPTRL;;x;;;Payments_Execution_Engine;DHON1;
LCCYS;;x;;;Reference_Data_Manager;DHON1;
DBATO;;x;;;Instruction_and_Order_Management;DHON1;
DPBDO;;x;;;Payments_Execution_Engine;DHON1;
AASPS;;x;;;auxiliary;ILPMTDTEDC;
IPMTO;;x;;;Financial_Markets_Trade_engine;ILPMTDTEDC;
LCIYS;;x;;;Reference_Data_Manager;ILPMTDTEDC;
LCRYS;;x;;;Reference_Data_Manager;ILPMTDTEDC;
LPHYS;;x;;;Party_Management;ILPMTDTEDC;
LRCES;;x;;;General_Ledger;ILPMTDTEDC;
PRSNL;;x;;;Core;ILPMTDTEDC;
RSTRT;;x;;;auxiliary;ILPMTDTEDC;
LBROS;;x;x;;Party_Management;ILBGELOADE;
LPHYS;;x;;;Party_Management;ILBGELOADE;
IGLDO;;x;x;;Financial_Markets_Trade_engine;ILBGELOADE;
ITLDO;;x;;;lending;ILBGELOADE;
LCCYS;;x;;;Reference_Data_Manager;ILBGELOADE;
IERBS;;x;;;Financial_Markets_Trade_engine;ILBGELOADE;
LBRCS;;;x;;Financial_Markets_Trade_engine;ILBGELOADE;
LPRDS;;x;;;Product_Management;ILBGELOADE;
LBRAS;;x;;;Reference_Data_Manager;ILBGELOADE;
GCNVO;;x;;;Core;DULDCLLVIE;
LCCYS;;x;;;Reference_Data_Manager;DULDCLLVIE;
LBRAS;;x;;;Reference_Data_Manager;DULDCLLVIE;
LELCS;;x;;;Party_Management;DULDCLLVIE;
DPTRL;;x;;;Payments_Execution_Engine;DULDCLLVIE;
DDDCO;;x;;;Instruction_and_Order_Management;DULDCLLVIE;
DPBDO;;x;x;;Payments_Execution_Engine;DULDCLLVIE;
GPARO;;x;;;Core;DULDCLLVIE;
REFFL;;;x;;Reference_Data_Manager;DULDCLLVIE;
LCIYS;;x;;;Reference_Data_Manager;DULDCLLVIE;
GMSGS;;x;;;Core;GMSG4;
LCTPS;;x;;;Party_Management;LLCTPTRSTU;
LPHYS;;x;;;Party_Management;LLCTPTRSTU;
LCTSO;;x;;;Party_Management;LLCTPTRSTU;
LCPSS;;x;;;Party_Management;LLCTPTRSTU;
LCRYS;;x;;;Reference_Data_Manager;CLCPCTRY;
AASPS;;x;x;;auxiliary;AASPS;
LCCYS;;x;;;Reference_Data_Manager;AASPS;
LPRDS;;x;x;;Product_Management;AASPS;
LPRDL;x;;;;auxiliary;AASPS;
AEXRS;;x;;;Reference_Data_Manager;AASPS;
LBRAS;;x;x;;Reference_Data_Manager;AASPS;
ADETS;;x;;;Current_Account_Engine;AASPS;
AASPL;x;;;;auxiliary;AASPS;
LPRDS;;x;;;Product_Management;CLCPPRD;
BICTO;x;x;;;Financial_Markets_Trade_engine;LSLUTIL;
BDLTO;;x;;;Financial_Markets_Trade_engine;LSLUTIL;
ABA1S;x;x;x;x;General_Ledger;LSLUTIL;
LPRDS;x;x;;x;Product_Management;LSLUTIL;
ABKTS;x;x;x;x;General_ledger;LSLUTIL;
ATRTS;x;x;;x;General_ledger;LSLUTIL;
ATRCS;x;x;;x;General_Ledger;LSLUTIL;
ANTUS;x;x;x;x;Current_Account_Engine;LSLUTIL;
APPNO;x;x;;x;Product_Management;LSLUTIL;
DCNDO;x;x;;x;Payments_Execution_Engine;LSLUTIL;
DCONO;x;x;;x;Payments_Execution_Engine;LSLUTIL;
LPSNS;x;x;;x;Party_Management;LSLUTIL;
LCTPS;x;x;;x;Party_Management;LSLUTIL;
LCBNS;x;x;;x;Party_Management;LSLUTIL;
ADETS;x;x;x;x;Current_Account_Engine;LSLUTIL;
LPHYS;x;x;;x;Party_Management;LSLUTIL;
LELCS;x;x;;x;Party_Management;LSLUTIL;
BATCH;x;x;;x;auxiliary;LSLUTIL;
GBTPS;x;x;;x;Core;LSLUTIL;
GBTRO;x;x;;x;Core;LSLUTIL;
GBTDS;x;x;;x;Core;LSLUTIL;
LCCYS;x;x;;x;Reference_Data_Manager;LSLUTIL;
DCNTO;x;x;;x;Payments_Execution_Engine;LSLUTIL;
AGEXS;x;x;;x;General_ledger;LSLUTIL;
ARBRO;x;x;;x;General_Ledger;LSLUTIL;
ABASS;x;x;;x;auxiliary;LSLUTIL;
ASPAS;x;x;;x;Customer_Reporting;LSLUTIL;
RPDEF;x;;x;x;auxiliary;LSLUTIL;
AASPS;;x;;;auxiliary;LSLUTIL;
LBSKS;x;x;;x;auxiliary;IUCUTOFTIM;
PRSNL;;x;x;;Core;IUCUTOFTIM;
RPDEF;;;x;;auxiliary;IUCUTOFTIM;
RPSCH;x;;x;;auxiliary;IUCUTOFTIM;
LCCYS;;x;;;Reference_Data_Manager;IUCUTOFTIM;
ICNFO;;x;x;;Reconciliation_Engine;IPOCC;
LPHYS;;x;;;Party_Management;IPOCC;
LCCYS;;x;;;Reference_Data_Manager;IPOCC;
LBROS;;x;;;Party_Management;IPOCC;
ICNFS;;x;;;Reconciliation_Engine;IPOCC;
AASPS;;x;x;;auxiliary;IPOCC;
PRSNL;;;x;;Core;IPOCC;
GSWMO;;x;;;Reference_Data_Manager;GSAM2;
GPARO;;x;;;Core;GSAM2;
GSAMO;;x;;;Reference_Data_Manager;GSAM2;
GPARO;;x;;;Core;GSAM1;
DPTRO;;x;;;Payments_Execution_Engine;DULDSLBE;
LBRAS;;x;;;Reference_Data_Manager;DULDSLBE;
REFFL;;;x;;Reference_Data_Manager;DULDSLBE;
LCCYS;;x;;;Reference_Data_Manager;DULDSLBE;
GSAMO;;x;x;;Reference_Data_Manager;GSAM4;
GPARO;;x;;;Core;GSAM4;
GSAMO;;x;x;;Reference_Data_Manager;GSAM5;
GPARO;;x;;;Core;GSAM5;
LCBNS;;x;;;Party_Management;GI-070-COM-GUAR;
LBRAS;;x;;;Reference_Data_Manager;GI-070-COM-GUAR;
CCREO;x;x;;;Business_Lending_Engine;GI-070-COM-GUAR;
IPIBO;;x;;;Financial_Markets_Trade_engine;II-UPD-ILNGS;
ICNFO;;x;;;Reconciliation_Engine;II-UPD-ILNGS;
ILNGS;x;x;;;Financial_Markets_Trade_engine;II-UPD-ILNGS;
ISWCO;x;x;;;Reference_Data_Manager;II-UPD-ILNGS;
LPHYS;;x;;;Party_Management;RCON6;
LCBNS;;x;;;Party_Management;RCON6;
LBRAS;;x;;;Reference_Data_Manager;RCON6;
REFFL;;;x;;Reference_Data_Manager;RCON6;
LPRDS;;x;;;Product_Management;RCON6;
LCCYS;;x;;;Reference_Data_Manager;RCON6;
CRTRO;;x;;;Business_Lending_Engine;RCON6;
CCBRO;;x;;;Business_Lending_Engine;RCON6;
IFXCO;;x;;;Financial_Markets_Trade_engine;RCON6;
GSWMO;x;x;;;Reference_Data_Manager;GUSWMNRPL;
GPARO;;x;;;Core;GUSWMNRPL;
ISIMO;;x;x;;Business_Lending_Engine;IUFDSIMPOS;
LCCYS;;x;;;Reference_Data_Manager;ALCHARGES;
LBRAS;;x;;;Reference_Data_Manager;ALCHARGES;
AMVTO;;x;;;Current_Account_Engine;ALCHARGES;
LCBNS;;x;;;Party_Management;ALCHARGES;
LBGRS;;x;;;Reference_Data_Manager;ALCHARGES;
ABA1S;;x;;;General_Ledger;ALCHARGES;
ADETS;;x;;;Current_Account_Engine;ALCHARGES;
XGDCS;x;x;x;x;General_Ledger;XUGEXUPD;
XGMVO;;x;x;x;General_Ledger;XUGEXUPD;
AGEXS;;x;x;;General_ledger;XUGEXUPD;
IGIRO;;x;x;;Financial_Markets_Trade_engine;IUUPDPFCIR;
IGLDO;;x;x;;Financial_Markets_Trade_engine;IGLDC;
ITLDO;;x;x;;lending;IGLDC;
LPHYS;;x;;;Party_Management;IGLDC;
LRCES;;x;;;General_Ledger;IGLDC;
LCCYS;;x;;;Reference_Data_Manager;IGLDC;
LCBNS;;x;;;Party_Management;IGLDC;
ABA1S;;x;;;General_Ledger;IGLDC;
LPRDS;;x;;;Product_Management;IGLDC;
REFFL;;;x;;Reference_Data_Manager;IGLDC;
ILDPO;;x;;;Financial_Markets_Trade_engine;IGLDC;
ILDCO;;x;;;Reconciliation_Engine;IGLDC;
ILDTL;x;;;;auxiliary;IGLDC;
CHFCO;x;;;;Lending;IGLDC;
ITECO;;x;x;;Financial_Markets_Trade_engine;IGLDC;
ICNFS;;x;;;Reconciliation_Engine;IGLDC;
PRSNL;;;x;;Core;IGLDC;
REFFL;;;x;;Reference_Data_Manager;IRS1A;
IIRSO;;x;x;x;Financial Markets;IRS1A;
LPHYS;;x;;;Party_Management;IRS1A;
LRCES;;x;;;General_Ledger;IRS1A;
IGIRO;;x;;;Financial_Markets_Trade_engine;IRS1A;
LPRDS;;x;;;Product_Management;IRS1A;
IBBDO;x;x;x;;auxiliary;IRS1A;
IIPIO;;x;;x;Financial Markets;IRS1A;
LCBNS;;x;;;Party_Management;IRS1A;
LCTPS;;x;;;Party_Management;IRS1A;
LBRAS;;x;x;;Reference_Data_Manager;IRS1A;
LPRFS;;x;;;General_Ledger;IRS1A;
LCIYS;;x;;;Reference_Data_Manager;IRS1A;
LCCCS;;x;;;Reference_Data_Manager;IRS1A;
AASPS;;x;;;auxiliary;GP-147ADJ-AMUNT;
CFACS;;x;;;Business_Lending_Engine;GP-147ADJ-AMUNT;
CRTRO;;x;;;Business_Lending_Engine;GP-147ADJ-AMUNT;
LPRDS;;x;;;Product_Management;GP-147ADJ-AMUNT;
LBRAS;;x;;;Reference_Data_Manager;GP-147ADJ-AMUNT;
LCBNS;;x;;;Party_Management;GP-147ADJ-AMUNT;
ADETS;;x;;;Current_Account_Engine;GP-147ADJ-AMUNT;
LCCYS;;x;;;Reference_Data_Manager;GP-147ADJ-AMUNT;
DCPOO;;x;;;Cash_Management_Engine;GP-147ADJ-AMUNT;
LCCYS;;x;;;Reference_Data_Manager;IUCNF2;
ICNFO;;x;x;;Reconciliation_Engine;IUCNF2;
IPIBO;;x;;;Financial_Markets_Trade_engine;IUCNF2;
LPHYS;;x;;;Party_Management;IUCNF2;
LPSNS;;x;;;Party_Management;IUCNF2;
ASTDO;x;x;x;x;General_Ledger;ASTDM;
LPRDS;;x;;;Product_Management;CI-011-FILL-RCON6;
ICNFO;;x;x;;Reconciliation_Engine;ICPRC;
